from_fare_class,to_fare_class,is_flat_fee,transfer_rule
METRO_1Z_AM_PEAK,SOUTHWORTH_VASHON_FERRY,1,1
METRO_1Z_AM_PEAK,ST_EXPRESS_1Z,1,1
METRO_1Z_AM_PEAK,ST_EXPRESS_2Z,1,1
METRO_1Z_AM_PEAK,ST_LR_1Z,1,1
METRO_1Z_AM_PEAK,ST_LR_2Z,1,1
METRO_1Z_AM_PEAK,ST_LR_3Z,1,1
METRO_1Z_AM_PEAK,VASHON_FOUNT_FERRY,1,1
METRO_1Z_AM_PEAK,VASHON_PTDEF_FERRY,1,1
METRO_1Z_AM_PEAK,VASHON_SEATTLE_FERRY,1,1
METRO_1Z_AM_PEAK,VASHON_SOUTHWORTH_FERRY,1,1
METRO_1Z_AM_PEAK,WS_SEATTLE_FOOT_FERRY,1,1
METRO_1Z_MD_OFF_PEAK,BAIN_SEA_FERRY,1,1
METRO_1Z_MD_OFF_PEAK,BREM_PO_FERRY,1,1
METRO_1Z_MD_OFF_PEAK,BREM_SEA_FERRY,1,1
METRO_1Z_MD_OFF_PEAK,CT_COMMUTER,1,1
METRO_1Z_MD_OFF_PEAK,CT_LOCAL,1,1
METRO_1Z_MD_OFF_PEAK,CT_NE_COMMUTER,1,1
METRO_1Z_MD_OFF_PEAK,EDMONDS_KINGSTON_FERRY,1,1
METRO_1Z_MD_OFF_PEAK,FOUNT_SOUTHWORTH_FERRY,1,1
METRO_1Z_MD_OFF_PEAK,FOUNT_VASHON_FERRY,1,1
METRO_1Z_MD_OFF_PEAK,KINGSTON_EDMONDS_FERRY,1,1
METRO_1Z_MD_OFF_PEAK,KITSAP,1,1
METRO_1Z_MD_OFF_PEAK,METRO_1Z_AM_PEAK,1,1
METRO_1Z_MD_OFF_PEAK,METRO_1Z_NT_OFF_PEAK,1,1
METRO_1Z_MD_OFF_PEAK,METRO_1Z_PM_PEAK,1,1
METRO_1Z_MD_OFF_PEAK,METRO_2Z_AM_PEAK,1,1
METRO_1Z_MD_OFF_PEAK,METRO_2Z_MD_OFF_PEAK,1,1
METRO_1Z_MD_OFF_PEAK,METRO_2Z_NT_OFF_PEAK,1,1
METRO_1Z_MD_OFF_PEAK,METRO_2Z_PM_PEAK,1,1
METRO_1Z_MD_OFF_PEAK,MONORAIL,1,1
METRO_1Z_MD_OFF_PEAK,PIERCE,1,1
METRO_1Z_MD_OFF_PEAK,PTDEF_VASHION_FERRY,1,1
METRO_1Z_MD_OFF_PEAK,SEATTLE_VASHON_FERRY,1,1
METRO_1Z_MD_OFF_PEAK,SEA_BAIN_FERRY,1,1
METRO_1Z_MD_OFF_PEAK,SEA_BREM_FERRY,1,1
METRO_1Z_MD_OFF_PEAK,SOUTHWORTH_FOUNT_FERRY,1,1
METRO_1Z_MD_OFF_PEAK,SOUTHWORTH_VASHON_FERRY,1,1
METRO_1Z_MD_OFF_PEAK,ST_EXPRESS_1Z,1,1
METRO_1Z_MD_OFF_PEAK,ST_EXPRESS_2Z,1,1
METRO_1Z_MD_OFF_PEAK,ST_LR_1Z,1,1
METRO_1Z_MD_OFF_PEAK,ST_LR_2Z,1,1
METRO_1Z_MD_OFF_PEAK,ST_LR_3Z,1,1
METRO_1Z_MD_OFF_PEAK,VASHON_FOUNT_FERRY,1,1
METRO_1Z_MD_OFF_PEAK,VASHON_PTDEF_FERRY,1,1
METRO_1Z_MD_OFF_PEAK,VASHON_SEATTLE_FERRY,1,1
METRO_1Z_MD_OFF_PEAK,VASHON_SOUTHWORTH_FERRY,1,1
METRO_1Z_MD_OFF_PEAK,WS_SEATTLE_FOOT_FERRY,1,1
METRO_1Z_NT_OFF_PEAK,BAIN_SEA_FERRY,1,1
METRO_1Z_NT_OFF_PEAK,BREM_PO_FERRY,1,1
METRO_1Z_NT_OFF_PEAK,BREM_SEA_FERRY,1,1
METRO_1Z_NT_OFF_PEAK,CT_COMMUTER,1,1
METRO_1Z_NT_OFF_PEAK,CT_LOCAL,1,1
METRO_1Z_NT_OFF_PEAK,CT_NE_COMMUTER,1,1
METRO_1Z_NT_OFF_PEAK,EDMONDS_KINGSTON_FERRY,1,1
METRO_1Z_NT_OFF_PEAK,FOUNT_SOUTHWORTH_FERRY,1,1
METRO_1Z_NT_OFF_PEAK,FOUNT_VASHON_FERRY,1,1
METRO_1Z_NT_OFF_PEAK,KINGSTON_EDMONDS_FERRY,1,1
METRO_1Z_NT_OFF_PEAK,KITSAP,1,1
METRO_1Z_NT_OFF_PEAK,METRO_1Z_AM_PEAK,1,1
METRO_1Z_NT_OFF_PEAK,METRO_1Z_MD_OFF_PEAK,1,1
METRO_1Z_NT_OFF_PEAK,METRO_1Z_PM_PEAK,1,1
METRO_1Z_NT_OFF_PEAK,METRO_2Z_AM_PEAK,1,1
METRO_1Z_NT_OFF_PEAK,METRO_2Z_MD_OFF_PEAK,1,1
METRO_1Z_NT_OFF_PEAK,METRO_2Z_NT_OFF_PEAK,1,1
METRO_1Z_NT_OFF_PEAK,METRO_2Z_PM_PEAK,1,1
METRO_1Z_NT_OFF_PEAK,MONORAIL,1,1
METRO_1Z_NT_OFF_PEAK,PIERCE,1,1
METRO_1Z_NT_OFF_PEAK,PTDEF_VASHION_FERRY,1,1
METRO_1Z_NT_OFF_PEAK,SEATTLE_VASHON_FERRY,1,1
METRO_1Z_NT_OFF_PEAK,SEA_BAIN_FERRY,1,1
METRO_1Z_NT_OFF_PEAK,SEA_BREM_FERRY,1,1
METRO_1Z_NT_OFF_PEAK,SOUTHWORTH_FOUNT_FERRY,1,1
METRO_1Z_NT_OFF_PEAK,SOUTHWORTH_VASHON_FERRY,1,1
METRO_1Z_NT_OFF_PEAK,ST_EXPRESS_1Z,1,1
METRO_1Z_NT_OFF_PEAK,ST_EXPRESS_2Z,1,1
METRO_1Z_NT_OFF_PEAK,ST_LR_1Z,1,1
METRO_1Z_NT_OFF_PEAK,ST_LR_2Z,1,1
METRO_1Z_NT_OFF_PEAK,ST_LR_3Z,1,1
METRO_1Z_NT_OFF_PEAK,VASHON_FOUNT_FERRY,1,1
METRO_1Z_NT_OFF_PEAK,VASHON_PTDEF_FERRY,1,1
METRO_1Z_NT_OFF_PEAK,VASHON_SEATTLE_FERRY,1,1
METRO_1Z_NT_OFF_PEAK,VASHON_SOUTHWORTH_FERRY,1,1
METRO_1Z_NT_OFF_PEAK,WS_SEATTLE_FOOT_FERRY,1,1
METRO_1Z_PM_PEAK,BAIN_SEA_FERRY,1,1
METRO_1Z_PM_PEAK,BREM_PO_FERRY,1,1
METRO_1Z_PM_PEAK,BREM_SEA_FERRY,1,1
METRO_1Z_PM_PEAK,CT_COMMUTER,1,1
METRO_1Z_PM_PEAK,CT_LOCAL,1,1
METRO_1Z_PM_PEAK,CT_NE_COMMUTER,1,1
METRO_1Z_PM_PEAK,EDMONDS_KINGSTON_FERRY,1,1
METRO_1Z_PM_PEAK,FOUNT_SOUTHWORTH_FERRY,1,1
METRO_1Z_PM_PEAK,FOUNT_VASHON_FERRY,1,1
METRO_1Z_PM_PEAK,KINGSTON_EDMONDS_FERRY,1,1
METRO_1Z_PM_PEAK,KITSAP,1,1
METRO_1Z_PM_PEAK,METRO_1Z_AM_PEAK,1,1
METRO_1Z_PM_PEAK,METRO_1Z_MD_OFF_PEAK,1,1
METRO_1Z_PM_PEAK,METRO_1Z_NT_OFF_PEAK,1,1
METRO_1Z_PM_PEAK,METRO_2Z_AM_PEAK,1,1
METRO_1Z_PM_PEAK,METRO_2Z_MD_OFF_PEAK,1,1
METRO_1Z_PM_PEAK,METRO_2Z_NT_OFF_PEAK,1,1
METRO_1Z_PM_PEAK,METRO_2Z_PM_PEAK,1,1
METRO_1Z_PM_PEAK,MONORAIL,1,1
METRO_1Z_PM_PEAK,PIERCE,1,1
METRO_1Z_PM_PEAK,PTDEF_VASHION_FERRY,1,1
METRO_1Z_PM_PEAK,SEATTLE_VASHON_FERRY,1,1
METRO_1Z_PM_PEAK,SEA_BAIN_FERRY,1,1
METRO_1Z_PM_PEAK,SEA_BREM_FERRY,1,1
METRO_1Z_PM_PEAK,SOUTHWORTH_FOUNT_FERRY,1,1
METRO_1Z_PM_PEAK,SOUTHWORTH_VASHON_FERRY,1,1
METRO_1Z_PM_PEAK,ST_EXPRESS_1Z,1,1
METRO_1Z_PM_PEAK,ST_EXPRESS_2Z,1,1
METRO_1Z_PM_PEAK,ST_LR_1Z,1,1
METRO_1Z_PM_PEAK,ST_LR_2Z,1,1
METRO_1Z_PM_PEAK,ST_LR_3Z,1,1
METRO_1Z_PM_PEAK,VASHON_FOUNT_FERRY,1,1
METRO_1Z_PM_PEAK,VASHON_PTDEF_FERRY,1,1
METRO_1Z_PM_PEAK,VASHON_SEATTLE_FERRY,1,1
METRO_1Z_PM_PEAK,VASHON_SOUTHWORTH_FERRY,1,1
METRO_1Z_PM_PEAK,WS_SEATTLE_FOOT_FERRY,1,1
METRO_2Z_AM_PEAK,BAIN_SEA_FERRY,1,1
METRO_2Z_AM_PEAK,BREM_PO_FERRY,1,1
METRO_2Z_AM_PEAK,BREM_SEA_FERRY,1,1
METRO_2Z_AM_PEAK,CT_COMMUTER,1,1
METRO_2Z_AM_PEAK,CT_LOCAL,1,1
METRO_2Z_AM_PEAK,CT_NE_COMMUTER,1,1
METRO_2Z_AM_PEAK,EDMONDS_KINGSTON_FERRY,1,1
METRO_2Z_AM_PEAK,FOUNT_SOUTHWORTH_FERRY,1,1
METRO_2Z_AM_PEAK,FOUNT_VASHON_FERRY,1,1
METRO_2Z_AM_PEAK,KINGSTON_EDMONDS_FERRY,1,1
METRO_2Z_AM_PEAK,KITSAP,1,1
METRO_2Z_AM_PEAK,METRO_1Z_AM_PEAK,1,1
METRO_2Z_AM_PEAK,METRO_1Z_MD_OFF_PEAK,1,1
METRO_2Z_AM_PEAK,METRO_1Z_NT_OFF_PEAK,1,1
METRO_2Z_AM_PEAK,METRO_1Z_PM_PEAK,1,1
METRO_2Z_AM_PEAK,METRO_2Z_MD_OFF_PEAK,1,1
METRO_2Z_AM_PEAK,METRO_2Z_NT_OFF_PEAK,1,1
METRO_2Z_AM_PEAK,METRO_2Z_PM_PEAK,1,1
METRO_2Z_AM_PEAK,MONORAIL,1,1
METRO_2Z_AM_PEAK,PIERCE,1,1
METRO_2Z_AM_PEAK,PTDEF_VASHION_FERRY,1,1
METRO_2Z_AM_PEAK,SEATTLE_VASHON_FERRY,1,1
METRO_2Z_AM_PEAK,SEA_BAIN_FERRY,1,1
METRO_2Z_AM_PEAK,SEA_BREM_FERRY,1,1
METRO_2Z_AM_PEAK,SOUTHWORTH_FOUNT_FERRY,1,1
METRO_2Z_AM_PEAK,SOUTHWORTH_VASHON_FERRY,1,1
METRO_2Z_AM_PEAK,ST_EXPRESS_1Z,1,1
METRO_2Z_AM_PEAK,ST_EXPRESS_2Z,1,1
METRO_2Z_AM_PEAK,ST_LR_1Z,1,1
METRO_2Z_AM_PEAK,ST_LR_2Z,1,1
METRO_2Z_AM_PEAK,ST_LR_3Z,1,1
METRO_2Z_AM_PEAK,VASHON_FOUNT_FERRY,1,1
METRO_2Z_AM_PEAK,VASHON_PTDEF_FERRY,1,1
METRO_2Z_AM_PEAK,VASHON_SEATTLE_FERRY,1,1
METRO_2Z_AM_PEAK,VASHON_SOUTHWORTH_FERRY,1,1
METRO_2Z_AM_PEAK,WS_SEATTLE_FOOT_FERRY,1,1
METRO_2Z_MD_OFF_PEAK,BAIN_SEA_FERRY,1,1
METRO_2Z_MD_OFF_PEAK,BREM_PO_FERRY,1,1
METRO_2Z_MD_OFF_PEAK,BREM_SEA_FERRY,1,1
METRO_2Z_MD_OFF_PEAK,CT_COMMUTER,1,1
METRO_2Z_MD_OFF_PEAK,CT_LOCAL,1,1
METRO_2Z_MD_OFF_PEAK,CT_NE_COMMUTER,1,1
METRO_2Z_MD_OFF_PEAK,EDMONDS_KINGSTON_FERRY,1,1
METRO_2Z_MD_OFF_PEAK,FOUNT_SOUTHWORTH_FERRY,1,1
METRO_2Z_MD_OFF_PEAK,FOUNT_VASHON_FERRY,1,1
METRO_2Z_MD_OFF_PEAK,KINGSTON_EDMONDS_FERRY,1,1
METRO_2Z_MD_OFF_PEAK,KITSAP,1,1
METRO_2Z_MD_OFF_PEAK,METRO_1Z_AM_PEAK,1,1
METRO_2Z_MD_OFF_PEAK,METRO_1Z_MD_OFF_PEAK,1,1
METRO_2Z_MD_OFF_PEAK,METRO_1Z_NT_OFF_PEAK,1,1
METRO_2Z_MD_OFF_PEAK,METRO_1Z_PM_PEAK,1,1
METRO_2Z_MD_OFF_PEAK,METRO_2Z_AM_PEAK,1,1
METRO_2Z_MD_OFF_PEAK,METRO_2Z_NT_OFF_PEAK,1,1
METRO_2Z_MD_OFF_PEAK,METRO_2Z_PM_PEAK,1,1
METRO_2Z_MD_OFF_PEAK,MONORAIL,1,1
METRO_2Z_MD_OFF_PEAK,PIERCE,1,1
METRO_2Z_MD_OFF_PEAK,PTDEF_VASHION_FERRY,1,1
METRO_2Z_MD_OFF_PEAK,SEATTLE_VASHON_FERRY,1,1
METRO_2Z_MD_OFF_PEAK,SEA_BAIN_FERRY,1,1
METRO_2Z_MD_OFF_PEAK,SEA_BREM_FERRY,1,1
METRO_2Z_MD_OFF_PEAK,SOUTHWORTH_FOUNT_FERRY,1,1
METRO_2Z_MD_OFF_PEAK,SOUTHWORTH_VASHON_FERRY,1,1
METRO_2Z_MD_OFF_PEAK,ST_EXPRESS_1Z,1,1
METRO_2Z_MD_OFF_PEAK,ST_EXPRESS_2Z,1,1
METRO_2Z_MD_OFF_PEAK,ST_LR_1Z,1,1
METRO_2Z_MD_OFF_PEAK,ST_LR_2Z,1,1
METRO_2Z_MD_OFF_PEAK,ST_LR_3Z,1,1
METRO_2Z_MD_OFF_PEAK,VASHON_FOUNT_FERRY,1,1
METRO_2Z_MD_OFF_PEAK,VASHON_PTDEF_FERRY,1,1
METRO_2Z_MD_OFF_PEAK,VASHON_SEATTLE_FERRY,1,1
METRO_2Z_MD_OFF_PEAK,VASHON_SOUTHWORTH_FERRY,1,1
METRO_2Z_MD_OFF_PEAK,WS_SEATTLE_FOOT_FERRY,1,1
METRO_2Z_NT_OFF_PEAK,BAIN_SEA_FERRY,1,1
METRO_2Z_NT_OFF_PEAK,BREM_PO_FERRY,1,1
METRO_2Z_NT_OFF_PEAK,BREM_SEA_FERRY,1,1
METRO_2Z_NT_OFF_PEAK,CT_COMMUTER,1,1
METRO_2Z_NT_OFF_PEAK,CT_LOCAL,1,1
METRO_2Z_NT_OFF_PEAK,CT_NE_COMMUTER,1,1
METRO_2Z_NT_OFF_PEAK,EDMONDS_KINGSTON_FERRY,1,1
METRO_2Z_NT_OFF_PEAK,FOUNT_SOUTHWORTH_FERRY,1,1
METRO_2Z_NT_OFF_PEAK,FOUNT_VASHON_FERRY,1,1
METRO_2Z_NT_OFF_PEAK,KINGSTON_EDMONDS_FERRY,1,1
METRO_2Z_NT_OFF_PEAK,KITSAP,1,1
METRO_2Z_NT_OFF_PEAK,METRO_1Z_AM_PEAK,1,1
METRO_2Z_NT_OFF_PEAK,METRO_1Z_MD_OFF_PEAK,1,1
METRO_2Z_NT_OFF_PEAK,METRO_1Z_NT_OFF_PEAK,1,1
METRO_2Z_NT_OFF_PEAK,METRO_1Z_PM_PEAK,1,1
METRO_2Z_NT_OFF_PEAK,METRO_2Z_AM_PEAK,1,1
METRO_2Z_NT_OFF_PEAK,METRO_2Z_MD_OFF_PEAK,1,1
METRO_2Z_NT_OFF_PEAK,METRO_2Z_PM_PEAK,1,1
METRO_2Z_NT_OFF_PEAK,MONORAIL,1,1
METRO_2Z_NT_OFF_PEAK,PIERCE,1,1
METRO_2Z_NT_OFF_PEAK,PTDEF_VASHION_FERRY,1,1
METRO_2Z_NT_OFF_PEAK,SEATTLE_VASHON_FERRY,1,1
METRO_2Z_NT_OFF_PEAK,SEA_BAIN_FERRY,1,1
METRO_2Z_NT_OFF_PEAK,SEA_BREM_FERRY,1,1
METRO_2Z_NT_OFF_PEAK,SOUTHWORTH_FOUNT_FERRY,1,1
METRO_2Z_NT_OFF_PEAK,SOUTHWORTH_VASHON_FERRY,1,1
METRO_2Z_NT_OFF_PEAK,ST_EXPRESS_1Z,1,1
METRO_2Z_NT_OFF_PEAK,ST_EXPRESS_2Z,1,1
METRO_2Z_NT_OFF_PEAK,ST_LR_1Z,1,1
METRO_2Z_NT_OFF_PEAK,ST_LR_2Z,1,1
METRO_2Z_NT_OFF_PEAK,ST_LR_3Z,1,1
METRO_2Z_NT_OFF_PEAK,VASHON_FOUNT_FERRY,1,1
METRO_2Z_NT_OFF_PEAK,VASHON_PTDEF_FERRY,1,1
METRO_2Z_NT_OFF_PEAK,VASHON_SEATTLE_FERRY,1,1
METRO_2Z_NT_OFF_PEAK,VASHON_SOUTHWORTH_FERRY,1,1
METRO_2Z_NT_OFF_PEAK,WS_SEATTLE_FOOT_FERRY,1,1
METRO_2Z_PM_PEAK,BAIN_SEA_FERRY,1,1
METRO_2Z_PM_PEAK,BREM_PO_FERRY,1,1
METRO_2Z_PM_PEAK,BREM_SEA_FERRY,1,1
METRO_2Z_PM_PEAK,CT_COMMUTER,1,1
METRO_2Z_PM_PEAK,CT_LOCAL,1,1
METRO_2Z_PM_PEAK,CT_NE_COMMUTER,1,1
METRO_2Z_PM_PEAK,EDMONDS_KINGSTON_FERRY,1,1
METRO_2Z_PM_PEAK,FOUNT_SOUTHWORTH_FERRY,1,1
METRO_2Z_PM_PEAK,FOUNT_VASHON_FERRY,1,1
METRO_2Z_PM_PEAK,KINGSTON_EDMONDS_FERRY,1,1
METRO_2Z_PM_PEAK,KITSAP,1,1
METRO_2Z_PM_PEAK,METRO_1Z_AM_PEAK,1,1
METRO_2Z_PM_PEAK,METRO_1Z_MD_OFF_PEAK,1,1
METRO_2Z_PM_PEAK,METRO_1Z_NT_OFF_PEAK,1,1
METRO_2Z_PM_PEAK,METRO_1Z_PM_PEAK,1,1
METRO_2Z_PM_PEAK,METRO_2Z_AM_PEAK,1,1
METRO_2Z_PM_PEAK,METRO_2Z_MD_OFF_PEAK,1,1
METRO_2Z_PM_PEAK,METRO_2Z_NT_OFF_PEAK,1,1
METRO_2Z_PM_PEAK,MONORAIL,1,1
METRO_2Z_PM_PEAK,PIERCE,1,1
METRO_2Z_PM_PEAK,PTDEF_VASHION_FERRY,1,1
METRO_2Z_PM_PEAK,SEATTLE_VASHON_FERRY,1,1
METRO_2Z_PM_PEAK,SEA_BAIN_FERRY,1,1
METRO_2Z_PM_PEAK,SEA_BREM_FERRY,1,1
METRO_2Z_PM_PEAK,SOUTHWORTH_FOUNT_FERRY,1,1
METRO_2Z_PM_PEAK,SOUTHWORTH_VASHON_FERRY,1,1
METRO_2Z_PM_PEAK,ST_EXPRESS_1Z,1,1
METRO_2Z_PM_PEAK,ST_EXPRESS_2Z,1,1
METRO_2Z_PM_PEAK,ST_LR_1Z,1,1
METRO_2Z_PM_PEAK,ST_LR_2Z,1,1
METRO_2Z_PM_PEAK,ST_LR_3Z,1,1
METRO_2Z_PM_PEAK,VASHON_FOUNT_FERRY,1,1
METRO_2Z_PM_PEAK,VASHON_PTDEF_FERRY,1,1
METRO_2Z_PM_PEAK,VASHON_SEATTLE_FERRY,1,1
METRO_2Z_PM_PEAK,VASHON_SOUTHWORTH_FERRY,1,1
METRO_2Z_PM_PEAK,WS_SEATTLE_FOOT_FERRY,1,1
MONORAIL,BAIN_SEA_FERRY,1,1
MONORAIL,BREM_PO_FERRY,1,1
MONORAIL,BREM_SEA_FERRY,1,1
MONORAIL,CT_COMMUTER,1,1
MONORAIL,CT_LOCAL,1,1
MONORAIL,CT_NE_COMMUTER,1,1
MONORAIL,EDMONDS_KINGSTON_FERRY,1,1
MONORAIL,FOUNT_SOUTHWORTH_FERRY,1,1
MONORAIL,FOUNT_VASHON_FERRY,1,1
MONORAIL,KINGSTON_EDMONDS_FERRY,1,1
MONORAIL,KITSAP,1,1
MONORAIL,METRO_1Z_AM_PEAK,1,1
MONORAIL,METRO_1Z_MD_OFF_PEAK,1,1
MONORAIL,METRO_1Z_NT_OFF_PEAK,1,1
MONORAIL,METRO_1Z_PM_PEAK,1,1
MONORAIL,METRO_2Z_AM_PEAK,1,1
MONORAIL,METRO_2Z_MD_OFF_PEAK,1,1
MONORAIL,METRO_2Z_NT_OFF_PEAK,1,1
MONORAIL,METRO_2Z_PM_PEAK,1,1
MONORAIL,PIERCE,1,1
MONORAIL,PTDEF_VASHION_FERRY,1,1
MONORAIL,SEATTLE_VASHON_FERRY,1,1
MONORAIL,SEA_BAIN_FERRY,1,1
MONORAIL,SEA_BREM_FERRY,1,1
MONORAIL,SOUTHWORTH_FOUNT_FERRY,1,1
MONORAIL,SOUTHWORTH_VASHON_FERRY,1,1
MONORAIL,ST_EXPRESS_1Z,1,1
MONORAIL,ST_EXPRESS_2Z,1,1
MONORAIL,ST_LR_1Z,1,1
MONORAIL,ST_LR_2Z,1,1
MONORAIL,ST_LR_3Z,1,1
MONORAIL,VASHON_FOUNT_FERRY,1,1
MONORAIL,VASHON_PTDEF_FERRY,1,1
MONORAIL,VASHON_SEATTLE_FERRY,1,1
MONORAIL,VASHON_SOUTHWORTH_FERRY,1,1
MONORAIL,WS_SEATTLE_FOOT_FERRY,1,1
PIERCE,BAIN_SEA_FERRY,1,1
PIERCE,BREM_PO_FERRY,1,1
PIERCE,BREM_SEA_FERRY,1,1
PIERCE,CT_COMMUTER,1,1
PIERCE,CT_LOCAL,1,1
PIERCE,CT_NE_COMMUTER,1,1
PIERCE,EDMONDS_KINGSTON_FERRY,1,1
PIERCE,FOUNT_SOUTHWORTH_FERRY,1,1
PIERCE,FOUNT_VASHON_FERRY,1,1
PIERCE,KINGSTON_EDMONDS_FERRY,1,1
PIERCE,KITSAP,1,1
PIERCE,METRO_1Z_AM_PEAK,1,1
PIERCE,METRO_1Z_MD_OFF_PEAK,1,1
PIERCE,METRO_1Z_NT_OFF_PEAK,1,1
PIERCE,METRO_1Z_PM_PEAK,1,1
PIERCE,METRO_2Z_AM_PEAK,1,1
PIERCE,METRO_2Z_MD_OFF_PEAK,1,1
PIERCE,METRO_2Z_NT_OFF_PEAK,1,1
PIERCE,METRO_2Z_PM_PEAK,1,1
PIERCE,MONORAIL,1,1
PIERCE,PTDEF_VASHION_FERRY,1,1
PIERCE,SEATTLE_VASHON_FERRY,1,1
PIERCE,SEA_BAIN_FERRY,1,1
PIERCE,SEA_BREM_FERRY,1,1
PIERCE,SOUTHWORTH_FOUNT_FERRY,1,1
PIERCE,SOUTHWORTH_VASHON_FERRY,1,1
PIERCE,ST_EXPRESS_1Z,1,1
PIERCE,ST_EXPRESS_2Z,1,1
PIERCE,ST_LR_1Z,1,1
PIERCE,ST_LR_2Z,1,1
PIERCE,ST_LR_3Z,1,1
PIERCE,VASHON_FOUNT_FERRY,1,1
PIERCE,VASHON_PTDEF_FERRY,1,1
PIERCE,VASHON_SEATTLE_FERRY,1,1
PIERCE,VASHON_SOUTHWORTH_FERRY,1,1
PIERCE,WS_SEATTLE_FOOT_FERRY,1,1
PTDEF_VASHION_FERRY,BAIN_SEA_FERRY,1,1
PTDEF_VASHION_FERRY,BREM_PO_FERRY,1,1
PTDEF_VASHION_FERRY,BREM_SEA_FERRY,1,1
PTDEF_VASHION_FERRY,CT_COMMUTER,1,1
PTDEF_VASHION_FERRY,CT_LOCAL,1,1
PTDEF_VASHION_FERRY,CT_NE_COMMUTER,1,1
PTDEF_VASHION_FERRY,EDMONDS_KINGSTON_FERRY,1,1
PTDEF_VASHION_FERRY,FOUNT_SOUTHWORTH_FERRY,1,1
PTDEF_VASHION_FERRY,FOUNT_VASHON_FERRY,1,1
PTDEF_VASHION_FERRY,KINGSTON_EDMONDS_FERRY,1,1
PTDEF_VASHION_FERRY,KITSAP,1,1
PTDEF_VASHION_FERRY,METRO_1Z_AM_PEAK,1,1
PTDEF_VASHION_FERRY,METRO_1Z_MD_OFF_PEAK,1,1
PTDEF_VASHION_FERRY,METRO_1Z_NT_OFF_PEAK,1,1
PTDEF_VASHION_FERRY,METRO_1Z_PM_PEAK,1,1
PTDEF_VASHION_FERRY,METRO_2Z_AM_PEAK,1,1
PTDEF_VASHION_FERRY,METRO_2Z_MD_OFF_PEAK,1,1
PTDEF_VASHION_FERRY,METRO_2Z_NT_OFF_PEAK,1,1
PTDEF_VASHION_FERRY,METRO_2Z_PM_PEAK,1,1
PTDEF_VASHION_FERRY,MONORAIL,1,1
PTDEF_VASHION_FERRY,PIERCE,1,1
PTDEF_VASHION_FERRY,SEATTLE_VASHON_FERRY,1,1
PTDEF_VASHION_FERRY,SEA_BAIN_FERRY,1,1
PTDEF_VASHION_FERRY,SEA_BREM_FERRY,1,1
PTDEF_VASHION_FERRY,SOUTHWORTH_FOUNT_FERRY,1,1
PTDEF_VASHION_FERRY,SOUTHWORTH_VASHON_FERRY,1,1
PTDEF_VASHION_FERRY,ST_EXPRESS_1Z,1,1
PTDEF_VASHION_FERRY,ST_EXPRESS_2Z,1,1
PTDEF_VASHION_FERRY,ST_LR_1Z,1,1
PTDEF_VASHION_FERRY,ST_LR_2Z,1,1
PTDEF_VASHION_FERRY,ST_LR_3Z,1,1
PTDEF_VASHION_FERRY,VASHON_FOUNT_FERRY,1,1
PTDEF_VASHION_FERRY,VASHON_PTDEF_FERRY,1,1
PTDEF_VASHION_FERRY,VASHON_SEATTLE_FERRY,1,1
PTDEF_VASHION_FERRY,VASHON_SOUTHWORTH_FERRY,1,1
PTDEF_VASHION_FERRY,WS_SEATTLE_FOOT_FERRY,1,1
SEATTLE_VASHON_FERRY,BAIN_SEA_FERRY,1,1
SEATTLE_VASHON_FERRY,BREM_PO_FERRY,1,1
SEATTLE_VASHON_FERRY,BREM_SEA_FERRY,1,1
SEATTLE_VASHON_FERRY,CT_COMMUTER,1,1
SEATTLE_VASHON_FERRY,CT_LOCAL,1,1
SEATTLE_VASHON_FERRY,CT_NE_COMMUTER,1,1
SEATTLE_VASHON_FERRY,EDMONDS_KINGSTON_FERRY,1,1
SEATTLE_VASHON_FERRY,FOUNT_SOUTHWORTH_FERRY,1,1
SEATTLE_VASHON_FERRY,FOUNT_VASHON_FERRY,1,1
SEATTLE_VASHON_FERRY,KINGSTON_EDMONDS_FERRY,1,1
SEATTLE_VASHON_FERRY,KITSAP,1,1
SEATTLE_VASHON_FERRY,METRO_1Z_AM_PEAK,1,1
SEATTLE_VASHON_FERRY,METRO_1Z_MD_OFF_PEAK,1,1
SEATTLE_VASHON_FERRY,METRO_1Z_NT_OFF_PEAK,1,1
SEATTLE_VASHON_FERRY,METRO_1Z_PM_PEAK,1,1
SEATTLE_VASHON_FERRY,METRO_2Z_AM_PEAK,1,1
SEATTLE_VASHON_FERRY,METRO_2Z_MD_OFF_PEAK,1,1
SEATTLE_VASHON_FERRY,METRO_2Z_NT_OFF_PEAK,1,1
SEATTLE_VASHON_FERRY,METRO_2Z_PM_PEAK,1,1
SEATTLE_VASHON_FERRY,MONORAIL,1,1
SEATTLE_VASHON_FERRY,PIERCE,1,1
SEATTLE_VASHON_FERRY,PTDEF_VASHION_FERRY,1,1
SEATTLE_VASHON_FERRY,SEA_BAIN_FERRY,1,1
SEATTLE_VASHON_FERRY,SEA_BREM_FERRY,1,1
SEATTLE_VASHON_FERRY,SOUTHWORTH_FOUNT_FERRY,1,1
SEATTLE_VASHON_FERRY,SOUTHWORTH_VASHON_FERRY,1,1
SEATTLE_VASHON_FERRY,ST_EXPRESS_1Z,1,1
SEATTLE_VASHON_FERRY,ST_EXPRESS_2Z,1,1
SEATTLE_VASHON_FERRY,ST_LR_1Z,1,1
SEATTLE_VASHON_FERRY,ST_LR_2Z,1,1
