,bump_iter,chosen,description,pathdir,pathmode,pathnum,person_id,person_trip_id,pf_cost,pf_fare,pf_initcost,pf_initfare,pf_iteration,pf_probability,trace,trip_list_id_num,sim_cost,ln_PS,logsum_component,logsum,probability,missed_xfer
94,,unchosen,Z2 PNR_access R1 heavy_rail t140 R2 walk_egress Z3,2,PNR-commuter_rail-walk,4,bart,14,301.598246198,4.0,301.598246198,4.0,4.01,0.058012217398,False,30,301.598246198,-1.60943791243,1.44307186676e-66,2.48753095725e-65,0.058012217398,0
95,,unchosen,Z2 PNR_access R1 heavy_rail t136 R2 walk_egress Z3,2,PNR-commuter_rail-walk,0,bart,15,297.598246198,4.0,297.598246198,4.0,4.01,0.428655528777,False,32,297.598246198,-1.60943791243,1.06629389783e-65,2.48753095725e-65,0.428655528777,0
96,,iter4.01 sim0,Z2 PNR_access R1 heavy_rail t137 R2 walk_egress Z3,2,PNR-commuter_rail-walk,1,bart,15,298.598246198,4.0,298.598246198,4.0,4.01,0.259992720659,False,32,298.598246198,-1.60943791243,6.46739941298e-66,2.48753095725e-65,0.259992720659,0
97,,unchosen,Z2 PNR_access R1 heavy_rail t138 R2 walk_egress Z3,2,PNR-commuter_rail-walk,2,bart,15,299.598246198,4.0,299.598246198,4.0,4.01,0.157693556382,False,32,299.598246198,-1.60943791243,3.92267603258e-66,2.48753095725e-65,0.157693556382,0
98,,unchosen,Z2 PNR_access R1 heavy_rail t139 R2 walk_egress Z3,2,PNR-commuter_rail-walk,3,bart,15,300.598246198,4.0,300.598246198,4.0,4.01,0.0956459767846,False,32,300.598246198,-1.60943791243,2.37922328188e-66,2.48753095725e-65,0.0956459767846,0
99,,unchosen,Z2 PNR_access R1 heavy_rail t140 R2 walk_egress Z3,2,PNR-commuter_rail-walk,4,bart,15,301.598246198,4.0,301.598246198,4.0,4.01,0.058012217398,False,32,301.598246198,-1.60943791243,1.44307186676e-66,2.48753095725e-65,0.058012217398,0
100,,unchosen,Z2 PNR_access R1 heavy_rail t136 R2 walk_egress Z3,2,PNR-commuter_rail-walk,0,bart,16,297.598246198,4.0,297.598246198,4.0,4.01,0.428655528777,False,34,297.598246198,-1.60943791243,1.06629389783e-65,2.48753095725e-65,0.428655528777,0
101,,iter4.01 sim0,Z2 PNR_access R1 heavy_rail t137 R2 walk_egress Z3,2,PNR-commuter_rail-walk,1,bart,16,298.598246198,4.0,298.598246198,4.0,4.01,0.259992720659,False,34,298.598246198,-1.60943791243,6.46739941298e-66,2.48753095725e-65,0.259992720659,0
102,,unchosen,Z2 PNR_access R1 heavy_rail t138 R2 walk_egress Z3,2,PNR-commuter_rail-walk,2,bart,16,299.598246198,4.0,299.598246198,4.0,4.01,0.157693556382,False,34,299.598246198,-1.60943791243,3.92267603258e-66,2.48753095725e-65,0.157693556382,0
103,,unchosen,Z2 PNR_access R1 heavy_rail t139 R2 walk_egress Z3,2,PNR-commuter_rail-walk,3,bart,16,300.598246198,4.0,300.598246198,4.0,4.01,0.0956459767846,False,34,300.598246198,-1.60943791243,2.37922328188e-66,2.48753095725e-65,0.0956459767846,0
104,,unchosen,Z2 PNR_access R1 heavy_rail t140 R2 walk_egress Z3,2,PNR-commuter_rail-walk,4,bart,16,301.598246198,4.0,301.598246198,4.0,4.01,0.058012217398,False,34,301.598246198,-1.60943791243,1.44307186676e-66,2.48753095725e-65,0.058012217398,0
105,,unchosen,Z2 PNR_access R1 heavy_rail t136 R2 walk_egress Z3,2,PNR-commuter_rail-walk,0,bart,17,297.598246198,4.0,297.598246198,4.0,4.01,0.428655528777,False,36,297.598246198,-1.60943791243,1.06629389783e-65,2.48753095725e-65,0.428655528777,0
106,,unchosen,Z2 PNR_access R1 heavy_rail t137 R2 walk_egress Z3,2,PNR-commuter_rail-walk,1,bart,17,298.598246198,4.0,298.598246198,4.0,4.01,0.259992720659,False,36,298.598246198,-1.60943791243,6.46739941298e-66,2.48753095725e-65,0.259992720659,0
107,,iter4.01 sim0,Z2 PNR_access R1 heavy_rail t138 R2 walk_egress Z3,2,PNR-commuter_rail-walk,2,bart,17,299.598246198,4.0,299.598246198,4.0,4.01,0.157693556382,False,36,299.598246198,-1.60943791243,3.92267603258e-66,2.48753095725e-65,0.157693556382,0
108,,unchosen,Z2 PNR_access R1 heavy_rail t139 R2 walk_egress Z3,2,PNR-commuter_rail-walk,3,bart,17,300.598246198,4.0,300.598246198,4.0,4.01,0.0956459767846,False,36,300.598246198,-1.60943791243,2.37922328188e-66,2.48753095725e-65,0.0956459767846,0
109,,unchosen,Z2 PNR_access R1 heavy_rail t140 R2 walk_egress Z3,2,PNR-commuter_rail-walk,4,bart,17,301.598246198,4.0,301.598246198,4.0,4.01,0.058012217398,False,36,301.598246198,-1.60943791243,1.44307186676e-66,2.48753095725e-65,0.058012217398,0
110,,unchosen,Z2 PNR_access R1 heavy_rail t136 R2 walk_egress Z3,2,PNR-commuter_rail-walk,0,bart,18,297.598246198,4.0,297.598246198,4.0,4.01,0.428655528777,False,38,297.598246198,-1.60943791243,1.06629389783e-65,2.48753095725e-65,0.428655528777,0
111,,iter4.01 sim0,Z2 PNR_access R1 heavy_rail t137 R2 walk_egress Z3,2,PNR-commuter_rail-walk,1,bart,18,298.598246198,4.0,298.598246198,4.0,4.01,0.259992720659,False,38,298.598246198,-1.60943791243,6.46739941298e-66,2.48753095725e-65,0.259992720659,0
112,,unchosen,Z2 PNR_access R1 heavy_rail t138 R2 walk_egress Z3,2,PNR-commuter_rail-walk,2,bart,18,299.598246198,4.0,299.598246198,4.0,4.01,0.157693556382,False,38,299.598246198,-1.60943791243,3.92267603258e-66,2.48753095725e-65,0.157693556382,0
113,,unchosen,Z2 PNR_access R1 heavy_rail t139 R2 walk_egress Z3,2,PNR-commuter_rail-walk,3,bart,18,300.598246198,4.0,300.598246198,4.0,4.01,0.0956459767846,False,38,300.598246198,-1.60943791243,2.37922328188e-66,2.48753095725e-65,0.0956459767846,0
114,,unchosen,Z2 PNR_access R1 heavy_rail t140 R2 walk_egress Z3,2,PNR-commuter_rail-walk,4,bart,18,301.598246198,4.0,301.598246198,4.0,4.01,0.058012217398,False,38,301.598246198,-1.60943791243,1.44307186676e-66,2.48753095725e-65,0.058012217398,0
115,,unchosen,Z2 PNR_access R1 heavy_rail t136 R2 walk_egress Z3,2,PNR-commuter_rail-walk,0,bart,19,297.598246198,4.0,297.598246198,4.0,4.01,0.428655528777,False,40,297.598246198,-1.60943791243,1.06629389783e-65,2.48753095725e-65,0.428655528777,0
116,,unchosen,Z2 PNR_access R1 heavy_rail t137 R2 walk_egress Z3,2,PNR-commuter_rail-walk,1,bart,19,298.598246198,4.0,298.598246198,4.0,4.01,0.259992720659,False,40,298.598246198,-1.60943791243,6.46739941298e-66,2.48753095725e-65,0.259992720659,0
117,,iter4.01 sim0,Z2 PNR_access R1 heavy_rail t138 R2 walk_egress Z3,2,PNR-commuter_rail-walk,2,bart,19,299.598246198,4.0,299.598246198,4.0,4.01,0.157693556382,False,40,299.598246198,-1.60943791243,3.92267603258e-66,2.48753095725e-65,0.157693556382,0
118,,unchosen,Z2 PNR_access R1 heavy_rail t139 R2 walk_egress Z3,2,PNR-commuter_rail-walk,3,bart,19,300.598246198,4.0,300.598246198,4.0,4.01,0.0956459767846,False,40,300.598246198,-1.60943791243,2.37922328188e-66,2.48753095725e-65,0.0956459767846,0
119,,unchosen,Z2 PNR_access R1 heavy_rail t140 R2 walk_egress Z3,2,PNR-commuter_rail-walk,4,bart,19,301.598246198,4.0,301.598246198,4.0,4.01,0.058012217398,False,40,301.598246198,-1.60943791243,1.44307186676e-66,2.48753095725e-65,0.058012217398,0
120,,unchosen,Z2 PNR_access R1 heavy_rail t136 R2 walk_egress Z3,2,PNR-commuter_rail-walk,0,bart,20,297.598246198,4.0,297.598246198,4.0,4.01,0.428655528777,False,42,297.598246198,-1.60943791243,1.06629389783e-65,2.48753095725e-65,0.428655528777,0
121,,unchosen,Z2 PNR_access R1 heavy_rail t137 R2 walk_egress Z3,2,PNR-commuter_rail-walk,1,bart,20,298.598246198,4.0,298.598246198,4.0,4.01,0.259992720659,False,42,298.598246198,-1.60943791243,6.46739941298e-66,2.48753095725e-65,0.259992720659,0
122,,iter4.01 sim0,Z2 PNR_access R1 heavy_rail t138 R2 walk_egress Z3,2,PNR-commuter_rail-walk,2,bart,20,299.598246198,4.0,299.598246198,4.0,4.01,0.157693556382,False,42,299.598246198,-1.60943791243,3.92267603258e-66,2.48753095725e-65,0.157693556382,0
123,,unchosen,Z2 PNR_access R1 heavy_rail t139 R2 walk_egress Z3,2,PNR-commuter_rail-walk,3,bart,20,300.598246198,4.0,300.598246198,4.0,4.01,0.0956459767846,False,42,300.598246198,-1.60943791243,2.37922328188e-66,2.48753095725e-65,0.0956459767846,0
124,,unchosen,Z2 PNR_access R1 heavy_rail t140 R2 walk_egress Z3,2,PNR-commuter_rail-walk,4,bart,20,301.598246198,4.0,301.598246198,4.0,4.01,0.058012217398,False,42,301.598246198,-1.60943791243,1.44307186676e-66,2.48753095725e-65,0.058012217398,0
125,,unchosen,Z2 PNR_access R1 heavy_rail t136 R2 walk_egress Z3,2,PNR-commuter_rail-walk,0,bart,21,297.598246198,4.0,297.598246198,4.0,4.01,0.428655528777,False,44,297.598246198,-1.60943791243,1.06629389783e-65,2.48753095725e-65,0.428655528777,0
126,,iter4.01 sim0,Z2 PNR_access R1 heavy_rail t137 R2 walk_egress Z3,2,PNR-commuter_rail-walk,1,bart,21,298.598246198,4.0,298.598246198,4.0,4.01,0.259992720659,False,44,298.598246198,-1.60943791243,6.46739941298e-66,2.48753095725e-65,0.259992720659,0
127,,unchosen,Z2 PNR_access R1 heavy_rail t138 R2 walk_egress Z3,2,PNR-commuter_rail-walk,2,bart,21,299.598246198,4.0,299.598246198,4.0,4.01,0.157693556382,False,44,299.598246198,-1.60943791243,3.92267603258e-66,2.48753095725e-65,0.157693556382,0
128,,unchosen,Z2 PNR_access R1 heavy_rail t139 R2 walk_egress Z3,2,PNR-commuter_rail-walk,3,bart,21,300.598246198,4.0,300.598246198,4.0,4.01,0.0956459767846,False,44,300.598246198,-1.60943791243,2.37922328188e-66,2.48753095725e-65,0.0956459767846,0
129,,unchosen,Z2 PNR_access R1 heavy_rail t140 R2 walk_egress Z3,2,PNR-commuter_rail-walk,4,bart,21,301.598246198,4.0,301.598246198,4.0,4.01,0.058012217398,False,44,301.598246198,-1.60943791243,1.44307186676e-66,2.48753095725e-65,0.058012217398,0
130,,iter4.01 sim0,Z2 PNR_access R1 heavy_rail t136 R2 walk_egress Z3,2,PNR-commuter_rail-walk,0,bart,22,297.598246198,4.0,297.598246198,4.0,4.01,0.428655528777,False,46,297.598246198,-1.60943791243,1.06629389783e-65,2.48753095725e-65,0.428655528777,0
131,,unchosen,Z2 PNR_access R1 heavy_rail t137 R2 walk_egress Z3,2,PNR-commuter_rail-walk,1,bart,22,298.598246198,4.0,298.598246198,4.0,4.01,0.259992720659,False,46,298.598246198,-1.60943791243,6.46739941298e-66,2.48753095725e-65,0.259992720659,0
132,,unchosen,Z2 PNR_access R1 heavy_rail t138 R2 walk_egress Z3,2,PNR-commuter_rail-walk,2,bart,22,299.598246198,4.0,299.598246198,4.0,4.01,0.157693556382,False,46,299.598246198,-1.60943791243,3.92267603258e-66,2.48753095725e-65,0.157693556382,0
133,,unchosen,Z2 PNR_access R1 heavy_rail t139 R2 walk_egress Z3,2,PNR-commuter_rail-walk,3,bart,22,300.598246198,4.0,300.598246198,4.0,4.01,0.0956459767846,False,46,300.598246198,-1.60943791243,2.37922328188e-66,2.48753095725e-65,0.0956459767846,0
134,,unchosen,Z2 PNR_access R1 heavy_rail t140 R2 walk_egress Z3,2,PNR-commuter_rail-walk,4,bart,22,301.598246198,4.0,301.598246198,4.0,4.01,0.058012217398,False,46,301.598246198,-1.60943791243,1.44307186676e-66,2.48753095725e-65,0.058012217398,0
135,,iter4.01 sim0,Z2 PNR_access R1 heavy_rail t136 R2 walk_egress Z3,2,PNR-commuter_rail-walk,0,bart,23,297.598246198,4.0,297.598246198,4.0,4.01,0.428655528777,False,48,297.598246198,-1.60943791243,1.06629389783e-65,2.48753095725e-65,0.428655528777,0
136,,unchosen,Z2 PNR_access R1 heavy_rail t137 R2 walk_egress Z3,2,PNR-commuter_rail-walk,1,bart,23,298.598246198,4.0,298.598246198,4.0,4.01,0.259992720659,False,48,298.598246198,-1.60943791243,6.46739941298e-66,2.48753095725e-65,0.259992720659,0
137,,unchosen,Z2 PNR_access R1 heavy_rail t138 R2 walk_egress Z3,2,PNR-commuter_rail-walk,2,bart,23,299.598246198,4.0,299.598246198,4.0,4.01,0.157693556382,False,48,299.598246198,-1.60943791243,3.92267603258e-66,2.48753095725e-65,0.157693556382,0
138,,unchosen,Z2 PNR_access R1 heavy_rail t139 R2 walk_egress Z3,2,PNR-commuter_rail-walk,3,bart,23,300.598246198,4.0,300.598246198,4.0,4.01,0.0956459767846,False,48,300.598246198,-1.60943791243,2.37922328188e-66,2.48753095725e-65,0.0956459767846,0
139,,unchosen,Z2 PNR_access R1 heavy_rail t140 R2 walk_egress Z3,2,PNR-commuter_rail-walk,4,bart,23,301.598246198,4.0,301.598246198,4.0,4.01,0.058012217398,False,48,301.598246198,-1.60943791243,1.44307186676e-66,2.48753095725e-65,0.058012217398,0
140,,iter4.01 sim0,Z2 PNR_access R1 heavy_rail t136 R2 walk_egress Z3,2,PNR-commuter_rail-walk,0,bart,24,297.598246198,4.0,297.598246198,4.0,4.01,0.428655528777,False,50,297.598246198,-1.60943791243,1.06629389783e-65,2.48753095725e-65,0.428655528777,0
141,,unchosen,Z2 PNR_access R1 heavy_rail t137 R2 walk_egress Z3,2,PNR-commuter_rail-walk,1,bart,24,298.598246198,4.0,298.598246198,4.0,4.01,0.259992720659,False,50,298.598246198,-1.60943791243,6.46739941298e-66,2.48753095725e-65,0.259992720659,0
142,,unchosen,Z2 PNR_access R1 heavy_rail t138 R2 walk_egress Z3,2,PNR-commuter_rail-walk,2,bart,24,299.598246198,4.0,299.598246198,4.0,4.01,0.157693556382,False,50,299.598246198,-1.60943791243,3.92267603258e-66,2.48753095725e-65,0.157693556382,0
143,,unchosen,Z2 PNR_access R1 heavy_rail t139 R2 walk_egress Z3,2,PNR-commuter_rail-walk,3,bart,24,300.598246198,4.0,300.598246198,4.0,4.01,0.0956459767846,False,50,300.598246198,-1.60943791243,2.37922328188e-66,2.48753095725e-65,0.0956459767846,0
144,,unchosen,Z2 PNR_access R1 heavy_rail t140 R2 walk_egress Z3,2,PNR-commuter_rail-walk,4,bart,24,301.598246198,4.0,301.598246198,4.0,4.01,0.058012217398,False,50,301.598246198,-1.60943791243,1.44307186676e-66,2.48753095725e-65,0.058012217398,0
145,,unchosen,Z2 PNR_access R1 heavy_rail t136 R2 walk_egress Z3,2,PNR-commuter_rail-walk,0,bart,25,297.598246198,4.0,297.598246198,4.0,4.01,0.428655528777,False,52,297.598246198,-1.60943791243,1.06629389783e-65,2.48753095725e-65,0.428655528777,0
146,,unchosen,Z2 PNR_access R1 heavy_rail t137 R2 walk_egress Z3,2,PNR-commuter_rail-walk,1,bart,25,298.598246198,4.0,298.598246198,4.0,4.01,0.259992720659,False,52,298.598246198,-1.60943791243,6.46739941298e-66,2.48753095725e-65,0.259992720659,0
147,,iter4.01 sim0,Z2 PNR_access R1 heavy_rail t138 R2 walk_egress Z3,2,PNR-commuter_rail-walk,2,bart,25,299.598246198,4.0,299.598246198,4.0,4.01,0.157693556382,False,52,299.598246198,-1.60943791243,3.92267603258e-66,2.48753095725e-65,0.157693556382,0
148,,unchosen,Z2 PNR_access R1 heavy_rail t139 R2 walk_egress Z3,2,PNR-commuter_rail-walk,3,bart,25,300.598246198,4.0,300.598246198,4.0,4.01,0.0956459767846,False,52,300.598246198,-1.60943791243,2.37922328188e-66,2.48753095725e-65,0.0956459767846,0
149,,unchosen,Z2 PNR_access R1 heavy_rail t140 R2 walk_egress Z3,2,PNR-commuter_rail-walk,4,bart,25,301.598246198,4.0,301.598246198,4.0,4.01,0.058012217398,False,52,301.598246198,-1.60943791243,1.44307186676e-66,2.48753095725e-65,0.058012217398,0
150,,unchosen,Z2 PNR_access R1 heavy_rail t136 R2 walk_egress Z3,2,PNR-commuter_rail-walk,0,bart,26,297.598246198,4.0,297.598246198,4.0,4.01,0.428655528777,False,54,297.598246198,-1.60943791243,1.06629389783e-65,2.48753095725e-65,0.428655528777,0
151,,unchosen,Z2 PNR_access R1 heavy_rail t137 R2 walk_egress Z3,2,PNR-commuter_rail-walk,1,bart,26,298.598246198,4.0,298.598246198,4.0,4.01,0.259992720659,False,54,298.598246198,-1.60943791243,6.46739941298e-66,2.48753095725e-65,0.259992720659,0
152,,iter4.01 sim0,Z2 PNR_access R1 heavy_rail t138 R2 walk_egress Z3,2,PNR-commuter_rail-walk,2,bart,26,299.598246198,4.0,299.598246198,4.0,4.01,0.157693556382,False,54,299.598246198,-1.60943791243,3.92267603258e-66,2.48753095725e-65,0.157693556382,0
153,,unchosen,Z2 PNR_access R1 heavy_rail t139 R2 walk_egress Z3,2,PNR-commuter_rail-walk,3,bart,26,300.598246198,4.0,300.598246198,4.0,4.01,0.0956459767846,False,54,300.598246198,-1.60943791243,2.37922328188e-66,2.48753095725e-65,0.0956459767846,0
154,,unchosen,Z2 PNR_access R1 heavy_rail t140 R2 walk_egress Z3,2,PNR-commuter_rail-walk,4,bart,26,301.598246198,4.0,301.598246198,4.0,4.01,0.058012217398,False,54,301.598246198,-1.60943791243,1.44307186676e-66,2.48753095725e-65,0.058012217398,0
155,,unchosen,Z2 PNR_access R1 heavy_rail t136 R2 walk_egress Z3,2,PNR-commuter_rail-walk,0,bart,27,297.598246198,4.0,297.598246198,4.0,4.01,0.428655528777,False,56,297.598246198,-1.60943791243,1.06629389783e-65,2.48753095725e-65,0.428655528777,0
156,,unchosen,Z2 PNR_access R1 heavy_rail t137 R2 walk_egress Z3,2,PNR-commuter_rail-walk,1,bart,27,298.598246198,4.0,298.598246198,4.0,4.01,0.259992720659,False,56,298.598246198,-1.60943791243,6.46739941298e-66,2.48753095725e-65,0.259992720659,0
157,,iter4.01 sim0,Z2 PNR_access R1 heavy_rail t138 R2 walk_egress Z3,2,PNR-commuter_rail-walk,2,bart,27,299.598246198,4.0,299.598246198,4.0,4.01,0.157693556382,False,56,299.598246198,-1.60943791243,3.92267603258e-66,2.48753095725e-65,0.157693556382,0
158,,unchosen,Z2 PNR_access R1 heavy_rail t139 R2 walk_egress Z3,2,PNR-commuter_rail-walk,3,bart,27,300.598246198,4.0,300.598246198,4.0,4.01,0.0956459767846,False,56,300.598246198,-1.60943791243,2.37922328188e-66,2.48753095725e-65,0.0956459767846,0
159,,unchosen,Z2 PNR_access R1 heavy_rail t140 R2 walk_egress Z3,2,PNR-commuter_rail-walk,4,bart,27,301.598246198,4.0,301.598246198,4.0,4.01,0.058012217398,False,56,301.598246198,-1.60943791243,1.44307186676e-66,2.48753095725e-65,0.058012217398,0
160,,unchosen,Z2 PNR_access R1 heavy_rail t136 R2 walk_egress Z3,2,PNR-commuter_rail-walk,0,bart,28,297.598246198,4.0,297.598246198,4.0,4.01,0.428655528777,False,58,297.598246198,-1.60943791243,1.06629389783e-65,2.48753095725e-65,0.428655528777,0
161,,unchosen,Z2 PNR_access R1 heavy_rail t137 R2 walk_egress Z3,2,PNR-commuter_rail-walk,1,bart,28,298.598246198,4.0,298.598246198,4.0,4.01,0.259992720659,False,58,298.598246198,-1.60943791243,6.46739941298e-66,2.48753095725e-65,0.259992720659,0
162,,unchosen,Z2 PNR_access R1 heavy_rail t138 R2 walk_egress Z3,2,PNR-commuter_rail-walk,2,bart,28,299.598246198,4.0,299.598246198,4.0,4.01,0.157693556382,False,58,299.598246198,-1.60943791243,3.92267603258e-66,2.48753095725e-65,0.157693556382,0
163,,iter4.01 sim0,Z2 PNR_access R1 heavy_rail t139 R2 walk_egress Z3,2,PNR-commuter_rail-walk,3,bart,28,300.598246198,4.0,300.598246198,4.0,4.01,0.0956459767846,False,58,300.598246198,-1.60943791243,2.37922328188e-66,2.48753095725e-65,0.0956459767846,0
164,,unchosen,Z2 PNR_access R1 heavy_rail t140 R2 walk_egress Z3,2,PNR-commuter_rail-walk,4,bart,28,301.598246198,4.0,301.598246198,4.0,4.01,0.058012217398,False,58,301.598246198,-1.60943791243,1.44307186676e-66,2.48753095725e-65,0.058012217398,0
165,,unchosen,Z2 PNR_access R1 heavy_rail t136 R2 walk_egress Z3,2,PNR-commuter_rail-walk,0,bart,29,297.598246198,4.0,297.598246198,4.0,4.01,0.428655528777,False,60,297.598246198,-1.60943791243,1.06629389783e-65,2.48753095725e-65,0.428655528777,0
166,,unchosen,Z2 PNR_access R1 heavy_rail t137 R2 walk_egress Z3,2,PNR-commuter_rail-walk,1,bart,29,298.598246198,4.0,298.598246198,4.0,4.01,0.259992720659,False,60,298.598246198,-1.60943791243,6.46739941298e-66,2.48753095725e-65,0.259992720659,0
167,,unchosen,Z2 PNR_access R1 heavy_rail t138 R2 walk_egress Z3,2,PNR-commuter_rail-walk,2,bart,29,299.598246198,4.0,299.598246198,4.0,4.01,0.157693556382,False,60,299.598246198,-1.60943791243,3.92267603258e-66,2.48753095725e-65,0.157693556382,0
168,,unchosen,Z2 PNR_access R1 heavy_rail t139 R2 walk_egress Z3,2,PNR-commuter_rail-walk,3,bart,29,300.598246198,4.0,300.598246198,4.0,4.01,0.0956459767846,False,60,300.598246198,-1.60943791243,2.37922328188e-66,2.48753095725e-65,0.0956459767846,0
169,,iter4.01 sim0,Z2 PNR_access R1 heavy_rail t140 R2 walk_egress Z3,2,PNR-commuter_rail-walk,4,bart,29,301.598246198,4.0,301.598246198,4.0,4.01,0.058012217398,False,60,301.598246198,-1.60943791243,1.44307186676e-66,2.48753095725e-65,0.058012217398,0
170,,unchosen,Z2 PNR_access R1 heavy_rail t136 R2 walk_egress Z3,2,PNR-commuter_rail-walk,0,bart,30,297.598246198,4.0,297.598246198,4.0,4.01,0.428655528777,False,62,297.598246198,-1.60943791243,1.06629389783e-65,2.48753095725e-65,0.428655528777,0
171,,iter4.01 sim0,Z2 PNR_access R1 heavy_rail t137 R2 walk_egress Z3,2,PNR-commuter_rail-walk,1,bart,30,298.598246198,4.0,298.598246198,4.0,4.01,0.259992720659,False,62,298.598246198,-1.60943791243,6.46739941298e-66,2.48753095725e-65,0.259992720659,0
172,,unchosen,Z2 PNR_access R1 heavy_rail t138 R2 walk_egress Z3,2,PNR-commuter_rail-walk,2,bart,30,299.598246198,4.0,299.598246198,4.0,4.01,0.157693556382,False,62,299.598246198,-1.60943791243,3.92267603258e-66,2.48753095725e-65,0.157693556382,0
173,,unchosen,Z2 PNR_access R1 heavy_rail t139 R2 walk_egress Z3,2,PNR-commuter_rail-walk,3,bart,30,300.598246198,4.0,300.598246198,4.0,4.01,0.0956459767846,False,62,300.598246198,-1.60943791243,2.37922328188e-66,2.48753095725e-65,0.0956459767846,0
174,,unchosen,Z2 PNR_access R1 heavy_rail t140 R2 walk_egress Z3,2,PNR-commuter_rail-walk,4,bart,30,301.598246198,4.0,301.598246198,4.0,4.01,0.058012217398,False,62,301.598246198,-1.60943791243,1.44307186676e-66,2.48753095725e-65,0.058012217398,0
175,,unchosen,Z2 PNR_access R1 heavy_rail t136 R2 walk_egress Z3,2,PNR-commuter_rail-walk,0,bart,31,297.598246198,4.0,297.598246198,4.0,4.01,0.428655528777,False,64,297.598246198,-1.60943791243,1.06629389783e-65,2.48753095725e-65,0.428655528777,0
176,,iter4.01 sim0,Z2 PNR_access R1 heavy_rail t137 R2 walk_egress Z3,2,PNR-commuter_rail-walk,1,bart,31,298.598246198,4.0,298.598246198,4.0,4.01,0.259992720659,False,64,298.598246198,-1.60943791243,6.46739941298e-66,2.48753095725e-65,0.259992720659,0
177,,unchosen,Z2 PNR_access R1 heavy_rail t138 R2 walk_egress Z3,2,PNR-commuter_rail-walk,2,bart,31,299.598246198,4.0,299.598246198,4.0,4.01,0.157693556382,False,64,299.598246198,-1.60943791243,3.92267603258e-66,2.48753095725e-65,0.157693556382,0
178,,unchosen,Z2 PNR_access R1 heavy_rail t139 R2 walk_egress Z3,2,PNR-commuter_rail-walk,3,bart,31,300.598246198,4.0,300.598246198,4.0,4.01,0.0956459767846,False,64,300.598246198,-1.60943791243,2.37922328188e-66,2.48753095725e-65,0.0956459767846,0
179,,unchosen,Z2 PNR_access R1 heavy_rail t140 R2 walk_egress Z3,2,PNR-commuter_rail-walk,4,bart,31,301.598246198,4.0,301.598246198,4.0,4.01,0.058012217398,False,64,301.598246198,-1.60943791243,1.44307186676e-66,2.48753095725e-65,0.058012217398,0
180,,unchosen,Z2 PNR_access R1 heavy_rail t136 R2 walk_egress Z3,2,PNR-commuter_rail-walk,0,bart,32,297.598246198,4.0,297.598246198,4.0,4.01,0.428655528777,False,66,297.598246198,-1.60943791243,1.06629389783e-65,2.48753095725e-65,0.428655528777,0
181,,iter4.01 sim0,Z2 PNR_access R1 heavy_rail t137 R2 walk_egress Z3,2,PNR-commuter_rail-walk,1,bart,32,298.598246198,4.0,298.598246198,4.0,4.01,0.259992720659,False,66,298.598246198,-1.60943791243,6.46739941298e-66,2.48753095725e-65,0.259992720659,0
182,,unchosen,Z2 PNR_access R1 heavy_rail t138 R2 walk_egress Z3,2,PNR-commuter_rail-walk,2,bart,32,299.598246198,4.0,299.598246198,4.0,4.01,0.157693556382,False,66,299.598246198,-1.60943791243,3.92267603258e-66,2.48753095725e-65,0.157693556382,0
183,,unchosen,Z2 PNR_access R1 heavy_rail t139 R2 walk_egress Z3,2,PNR-commuter_rail-walk,3,bart,32,300.598246198,4.0,300.598246198,4.0,4.01,0.0956459767846,False,66,300.598246198,-1.60943791243,2.37922328188e-66,2.48753095725e-65,0.0956459767846,0
184,,unchosen,Z2 PNR_access R1 heavy_rail t140 R2 walk_egress Z3,2,PNR-commuter_rail-walk,4,bart,32,301.598246198,4.0,301.598246198,4.0,4.01,0.058012217398,False,66,301.598246198,-1.60943791243,1.44307186676e-66,2.48753095725e-65,0.058012217398,0
185,,iter4.01 sim0,Z2 PNR_access R1 heavy_rail t136 R2 walk_egress Z3,2,PNR-commuter_rail-walk,0,bart,33,297.598246198,4.0,297.598246198,4.0,4.01,0.428655528777,False,68,297.598246198,-1.60943791243,1.06629389783e-65,2.48753095725e-65,0.428655528777,0
186,,unchosen,Z2 PNR_access R1 heavy_rail t137 R2 walk_egress Z3,2,PNR-commuter_rail-walk,1,bart,33,298.598246198,4.0,298.598246198,4.0,4.01,0.259992720659,False,68,298.598246198,-1.60943791243,6.46739941298e-66,2.48753095725e-65,0.259992720659,0
187,,unchosen,Z2 PNR_access R1 heavy_rail t138 R2 walk_egress Z3,2,PNR-commuter_rail-walk,2,bart,33,299.598246198,4.0,299.598246198,4.0,4.01,0.157693556382,False,68,299.598246198,-1.60943791243,3.92267603258e-66,2.48753095725e-65,0.157693556382,0
188,,unchosen,Z2 PNR_access R1 heavy_rail t139 R2 walk_egress Z3,2,PNR-commuter_rail-walk,3,bart,33,300.598246198,4.0,300.598246198,4.0,4.01,0.0956459767846,False,68,300.598246198,-1.60943791243,2.37922328188e-66,2.48753095725e-65,0.0956459767846,0
189,,unchosen,Z2 PNR_access R1 heavy_rail t140 R2 walk_egress Z3,2,PNR-commuter_rail-walk,4,bart,33,301.598246198,4.0,301.598246198,4.0,4.01,0.058012217398,False,68,301.598246198,-1.60943791243,1.44307186676e-66,2.48753095725e-65,0.058012217398,0
